Number_of_People_Involved,Severity_Code,Person_Sex,Seatbelt_Used,Age,Vehicle_Type,Passenger_Present,Hour_of_Registration
1,0,0,1,0.0547945205479452,3,0,22
1,0,0,0,0.0958904109589041,0,0,15
2,1,0,1,0.5753424657534246,1,0,15
1,0,0,1,0.34246575342465746,3,0,16
1,0,0,1,0.4657534246575342,3,0,16
2,1,0,1,0.1232876712328767,1,0,16
1,0,0,1,0.4657534246575342,3,0,17
1,1,0,1,0.31506849315068497,1,0,17
2,0,0,1,0.1917808219178082,3,0,17
1,1,0,1,0.28767123287671226,1,0,17
2,0,0,1,0.2465753424657534,3,0,17
1,1,1,1,0.3561643835616438,1,0,15
2,0,0,1,0.0273972602739726,3,0,15
1,0,0,1,0.26027397260273977,3,0,16
1,0,0,1,0.136986301369863,1,0,19
1,1,0,1,0.45205479452054786,1,0,20
2,0,0,0,0.2054794520547945,0,0,20
1,0,0,1,0.1506849315068493,3,0,21
2,1,1,1,0.4383561643835616,1,0,21
1,0,0,1,0.3287671232876712,3,0,21
3,1,0,1,0.1506849315068493,1,0,21
1,1,1,1,0.2328767123287671,1,0,20
2,0,0,1,0.1095890410958904,3,0,20
1,0,0,1,0.0958904109589041,3,0,22
2,0,0,1,0.0273972602739726,3,0,22
1,1,0,1,0.0273972602739726,3,0,7
2,0,1,1,0.0136986301369863,3,1,7
3,1,0,1,0.6986301369863014,7,0,7
1,1,0,1,0.34246575342465746,1,0,11
2,0,0,1,0.410958904109589,3,0,11
1,0,0,1,0.0547945205479452,3,0,12
2,0,0,1,0.28767123287671226,3,0,12
1,0,0,1,0.0547945205479452,1,0,12
2,1,0,1,0.45205479452054786,2,0,12
1,0,0,1,0.1643835616438356,3,0,12
1,0,0,1,0.3835616438356164,3,0,13
2,1,0,1,0.0547945205479452,1,0,13
1,0,0,1,0.1917808219178082,3,0,13
2,1,0,1,0.2191780821917808,1,0,13
1,1,0,1,0.1780821917808219,1,0,12
1,0,0,1,0.5205479452054794,3,0,14
2,0,0,1,0.2328767123287671,3,0,14
1,1,1,1,0.2054794520547945,1,0,14
2,0,0,1,0.0136986301369863,3,0,14
3,0,0,1,0.0273972602739726,3,1,14
1,1,1,1,0.1643835616438356,1,0,14
2,0,0,1,0.1917808219178082,3,0,14
1,0,0,1,0.31506849315068497,1,0,19
1,0,0,1,0.0410958904109589,3,0,14
2,1,0,1,0.547945205479452,1,0,14
1,0,1,1,0.5616438356164383,1,0,16
1,0,1,1,0.1917808219178082,3,0,16
1,1,1,1,0.410958904109589,1,0,16
2,1,0,1,0.0547945205479452,3,0,16
3,0,1,1,0.3287671232876712,3,1,16
1,1,0,1,0.2465753424657534,1,0,17
1,0,0,1,0.36986301369863017,3,0,17
2,0,1,1,0.1917808219178082,3,1,17
3,1,0,1,0.5753424657534246,2,0,17
1,1,1,1,0.1917808219178082,1,0,17
1,0,1,1,0.3013698630136986,3,0,18
1,1,0,1,0.1506849315068493,3,0,20
3,1,0,1,0.1917808219178082,6,0,20
2,1,0,1,0.26027397260273977,1,0,19
1,1,0,1,0.7945205479452054,1,0,14
2,0,1,1,0.136986301369863,3,0,14
1,1,1,1,0.5205479452054794,1,0,13
2,0,0,1,0.0547945205479452,3,0,13
1,0,0,1,0.0273972602739726,3,0,15
2,1,1,1,0.4794520547945206,1,0,15
1,1,0,1,0.4657534246575342,1,0,15
2,0,0,1,0.136986301369863,3,0,15
1,1,0,1,0.0684931506849315,1,0,15
2,0,0,1,0.0136986301369863,3,0,15
1,0,0,1,0.3835616438356164,3,0,16
2,1,0,1,0.1506849315068493,6,0,16
1,1,1,1,0.0821917808219178,1,0,16
1,0,0,1,0.2191780821917808,3,0,17
1,1,0,1,0.547945205479452,6,0,17
2,0,0,1,0.0136986301369863,3,0,17
1,0,0,1,0.6301369863013698,3,0,17
2,0,0,1,0.3013698630136986,3,0,17
2,0,0,1,0.1095890410958904,3,0,12
1,0,0,1,0.1232876712328767,3,0,19
2,0,0,1,0.2191780821917808,3,0,19
1,0,1,1,0.0958904109589041,3,0,20
2,1,1,1,0.1917808219178082,1,0,20
2,0,1,1,0.273972602739726,3,0,21
3,1,1,1,0.2328767123287671,1,0,21
1,1,0,1,0.0684931506849315,3,0,22
2,1,0,1,0.2465753424657534,1,0,22
4,1,1,1,0.1780821917808219,1,1,22
1,0,0,1,0.0273972602739726,3,0,22
1,0,0,1,0.0136986301369863,1,0,0
2,0,1,1,0.0,1,1,0
1,0,0,1,0.0410958904109589,1,0,2
2,1,0,1,0.410958904109589,1,0,2
3,0,1,1,0.0273972602739726,1,1,2
1,0,0,1,0.0410958904109589,3,0,7
2,1,0,1,0.1917808219178082,1,0,7
1,1,0,1,0.3561643835616438,7,0,7
1,1,0,1,0.0684931506849315,1,0,7
2,0,1,1,0.3013698630136986,3,0,7
1,0,0,0,0.4931506849315068,0,0,9
2,1,1,1,0.2328767123287671,1,0,9
1,1,0,1,0.1780821917808219,3,0,9
2,0,0,1,0.5205479452054794,1,0,9
1,1,0,1,0.0958904109589041,1,0,9
2,0,0,1,0.410958904109589,1,0,9
1,0,0,1,0.1780821917808219,3,0,10
2,1,0,1,0.6027397260273972,5,0,10
1,0,0,1,0.2328767123287671,3,0,11
2,1,0,1,0.273972602739726,1,0,11
1,1,0,1,0.273972602739726,1,0,12
2,0,0,1,0.1506849315068493,3,0,12
1,0,0,1,0.2191780821917808,3,0,12
2,1,0,1,0.39726027397260266,1,0,12
1,1,1,1,0.5068493150684931,1,0,12
1,0,0,1,0.3013698630136986,3,0,12
2,1,0,1,0.4246575342465754,1,0,12
1,1,0,1,0.2191780821917808,1,0,13
3,0,1,1,0.26027397260273977,1,0,13
1,1,1,1,0.3013698630136986,1,0,14
2,0,1,1,0.1643835616438356,1,1,14
1,0,0,1,0.0684931506849315,3,0,15
2,0,1,1,0.0136986301369863,3,1,15
1,1,0,1,0.3287671232876712,1,0,16
1,0,1,1,0.0821917808219178,3,0,17
2,1,0,1,0.0684931506849315,5,0,17
1,1,0,1,0.8356164383561643,1,0,16
2,0,0,1,0.136986301369863,3,0,16
1,0,0,1,0.26027397260273977,3,0,17
1,1,0,1,0.36986301369863017,1,0,18
2,0,0,1,0.0821917808219178,3,0,18
1,0,0,1,0.2328767123287671,3,0,18
2,1,0,1,0.1095890410958904,1,0,18
1,0,0,1,0.0,3,0,18
2,1,1,1,0.1780821917808219,1,0,18
1,0,0,1,0.3287671232876712,3,0,18
2,0,0,1,0.0821917808219178,3,0,18
1,0,0,1,0.136986301369863,3,0,21
1,0,0,1,0.1643835616438356,3,0,0
1,0,0,1,0.1095890410958904,3,0,21
2,1,0,1,0.3561643835616438,1,0,21
1,0,0,1,0.45205479452054786,3,0,4
2,1,0,1,0.36986301369863017,6,0,4
1,1,0,1,0.273972602739726,1,0,7
2,0,1,1,0.2054794520547945,3,0,7
1,0,0,1,0.1643835616438356,3,0,7
2,1,0,1,0.28767123287671226,1,0,7
1,0,0,1,0.4931506849315068,1,1,7
2,1,0,1,0.28767123287671226,6,0,7
3,1,0,1,0.0958904109589041,1,0,7
1,0,0,1,0.3561643835616438,3,0,7
2,1,0,1,0.1643835616438356,1,0,7
1,0,0,1,0.0821917808219178,3,0,7
1,0,1,1,0.273972602739726,1,0,8
2,1,0,1,0.1780821917808219,1,0,8
1,0,0,1,0.2465753424657534,3,0,8
2,0,1,1,0.28767123287671226,3,1,8
3,1,0,1,0.2328767123287671,1,0,8
1,0,1,1,0.6027397260273972,2,1,9
2,1,0,1,0.273972602739726,2,0,9
1,0,1,1,0.589041095890411,1,0,11
1,1,1,1,0.4657534246575342,1,0,12
2,0,0,1,0.2054794520547945,3,0,12
1,0,0,1,0.0821917808219178,3,0,12
2,1,0,1,0.4657534246575342,1,0,12
1,1,0,1,0.0958904109589041,1,0,19
2,0,0,1,0.1506849315068493,3,0,19
1,1,0,1,0.39726027397260266,5,0,13
1,0,1,1,0.0821917808219178,3,0,6
1,0,0,1,0.26027397260273977,3,0,13
2,1,0,1,0.4383561643835616,1,0,13
1,1,0,1,0.0547945205479452,1,0,14
1,0,1,0,0.34246575342465746,0,0,9
2,1,0,1,0.0958904109589041,1,0,9
1,0,0,1,0.0821917808219178,3,0,15
2,0,1,1,0.0136986301369863,3,1,15
3,1,0,1,0.6301369863013698,1,0,15
1,0,1,1,0.4383561643835616,3,0,17
3,1,1,1,0.6712328767123287,1,0,17
1,1,0,1,0.7260273972602739,1,0,16
2,1,1,1,0.273972602739726,1,0,18
3,0,0,1,0.0273972602739726,3,0,18
1,1,1,1,0.273972602739726,1,0,18
2,0,0,1,0.0273972602739726,3,0,18
1,0,0,1,0.31506849315068497,3,0,18
2,0,0,0,0.0821917808219178,0,0,18
1,0,0,1,0.0273972602739726,3,0,18
2,1,1,1,0.39726027397260266,1,0,18
1,0,0,1,0.1506849315068493,3,0,18
2,1,0,1,0.34246575342465746,1,0,18
1,0,0,1,0.1506849315068493,3,0,18
1,1,0,1,0.1506849315068493,1,0,19
2,0,0,1,0.0684931506849315,3,0,19
1,0,0,1,0.1232876712328767,1,0,23
1,1,0,1,0.0958904109589041,3,0,22
2,0,0,1,0.1506849315068493,3,0,22
1,0,0,0,0.1095890410958904,0,0,8
1,1,1,1,0.1506849315068493,1,0,7
2,0,0,1,0.547945205479452,3,0,7
1,1,0,1,0.0958904109589041,1,0,9
2,0,0,1,0.3835616438356164,3,0,9
3,0,0,1,0.34246575342465746,3,1,9
1,0,1,1,0.5205479452054794,3,0,9
1,1,0,1,0.45205479452054786,1,0,9
2,0,0,1,0.273972602739726,9,0,9
1,0,0,1,0.1780821917808219,3,0,16
1,1,0,1,0.1917808219178082,1,0,9
2,1,0,1,0.2191780821917808,3,0,9
3,0,0,1,0.136986301369863,3,1,9
1,1,0,1,0.2191780821917808,1,0,11
1,0,0,1,0.0547945205479452,3,0,12
2,0,0,1,0.684931506849315,3,0,12
1,0,0,1,0.1917808219178082,3,0,12
2,1,1,1,0.3835616438356164,1,0,12
1,1,1,1,0.0410958904109589,1,0,11
2,0,0,1,0.7534246575342466,3,0,11
1,1,1,1,0.26027397260273977,1,0,12
2,0,1,1,0.0958904109589041,3,0,12
1,1,0,1,0.31506849315068497,1,0,12
2,0,0,1,0.31506849315068497,3,0,12
1,1,1,1,0.3835616438356164,1,0,14
2,0,0,1,0.1917808219178082,3,0,14
1,1,0,1,0.31506849315068497,6,0,12
2,0,0,1,0.410958904109589,3,0,12
3,0,0,1,0.5753424657534246,1,0,12
1,1,0,1,0.0958904109589041,1,0,14
2,0,0,1,0.0821917808219178,3,0,14
1,0,0,1,0.2054794520547945,3,0,14
2,1,0,1,0.1643835616438356,1,0,14
1,0,0,1,0.3835616438356164,3,0,15
1,1,0,1,0.1917808219178082,6,0,16
2,1,1,1,0.8493150684931506,1,0,16
4,0,0,1,0.4383561643835616,3,0,16
1,1,0,1,0.2328767123287671,1,0,17
2,0,1,1,0.0547945205479452,1,0,17
1,0,0,1,0.1643835616438356,3,0,7
1,0,0,1,0.1643835616438356,3,0,19
2,0,0,1,0.0410958904109589,3,0,19
1,0,0,1,0.0547945205479452,3,0,19
2,1,0,1,0.1917808219178082,8,0,19
1,1,0,1,0.0273972602739726,3,0,20
2,0,0,1,0.0958904109589041,3,0,20
1,0,0,1,0.1643835616438356,3,0,19
2,1,1,1,0.1643835616438356,1,0,19
1,0,0,1,0.1643835616438356,3,0,20
2,1,0,1,0.31506849315068497,1,0,20
1,0,1,1,0.0410958904109589,3,0,21
2,1,0,1,0.3287671232876712,1,0,21
1,0,0,1,0.0547945205479452,3,0,20
2,1,0,1,0.6986301369863014,1,0,20
1,0,0,1,0.0821917808219178,3,0,21
2,1,1,1,0.2054794520547945,1,0,21
1,1,0,1,0.7260273972602739,1,0,21
2,0,0,1,0.1232876712328767,3,0,21
1,1,0,1,0.1917808219178082,1,0,20
2,0,0,1,0.136986301369863,3,0,20
3,1,1,1,0.4794520547945206,1,0,20
1,0,0,1,0.0136986301369863,3,0,21
2,1,0,1,0.0821917808219178,1,0,21
3,0,0,1,0.0821917808219178,3,1,21
2,1,0,1,0.0410958904109589,3,0,0
1,1,0,1,0.273972602739726,1,0,7
3,1,0,1,0.6301369863013698,1,0,8
1,1,0,1,0.0547945205479452,1,0,10
3,1,1,1,0.2465753424657534,5,0,11
2,1,0,1,0.3561643835616438,1,0,13
1,1,0,1,0.3287671232876712,2,0,21
1,1,0,1,0.4246575342465754,1,0,21
1,0,0,1,0.1095890410958904,3,0,20
2,1,0,1,0.4657534246575342,1,0,20
3,0,1,1,0.2465753424657534,1,1,20
1,0,0,1,0.36986301369863017,3,0,5
2,1,0,1,0.4383561643835616,1,0,5
1,0,1,1,0.136986301369863,3,0,7
2,1,0,1,0.1095890410958904,1,0,7
1,1,0,1,0.0684931506849315,1,0,7
2,0,0,1,0.273972602739726,3,0,7
1,0,0,1,0.1643835616438356,3,0,9
2,0,0,1,0.1643835616438356,3,1,9
3,1,1,1,0.31506849315068497,1,0,9
4,1,0,1,0.2328767123287671,1,0,9
1,0,1,1,0.1643835616438356,3,0,15
1,1,0,1,0.28767123287671226,1,0,9
2,0,0,1,0.1643835616438356,3,0,9
1,1,0,1,0.34246575342465746,2,0,10
2,0,1,1,0.3561643835616438,2,1,10
1,1,0,1,0.34246575342465746,3,0,7
2,0,1,1,0.28767123287671226,3,0,7
1,0,0,1,0.1643835616438356,3,0,20
1,0,0,1,0.0547945205479452,3,0,12
2,0,0,1,0.0547945205479452,3,0,12
1,0,0,1,0.31506849315068497,3,0,14
2,1,1,1,0.2191780821917808,1,0,14
1,0,1,1,0.7260273972602739,1,1,15
2,1,0,1,0.5205479452054794,1,0,15
3,1,0,1,0.2328767123287671,7,0,15
1,0,0,1,0.1095890410958904,3,0,14
2,1,0,1,0.547945205479452,3,0,14
1,1,0,1,0.4931506849315068,1,0,16
2,0,0,1,0.6164383561643835,3,0,16
1,1,0,1,0.2191780821917808,1,0,18
2,0,0,1,0.2191780821917808,3,0,18
1,0,0,1,0.1232876712328767,3,0,19
2,1,1,1,0.26027397260273977,1,0,19
3,1,0,1,0.410958904109589,2,0,19
1,1,0,1,0.136986301369863,1,0,18
2,0,0,1,0.5205479452054794,3,0,18
1,0,0,1,0.34246575342465746,3,0,18
1,1,0,1,0.1780821917808219,1,0,19
3,0,0,0,0.0273972602739726,0,1,19
1,1,0,1,0.1232876712328767,1,0,19
2,0,1,1,0.3287671232876712,1,0,19
1,0,0,1,0.0684931506849315,3,0,20
2,0,1,1,0.0547945205479452,3,1,20
3,1,0,1,0.26027397260273977,1,0,20
1,0,0,1,0.0273972602739726,3,0,21
1,0,0,1,0.39726027397260266,3,0,22
2,1,0,1,0.3287671232876712,2,0,22
1,1,0,1,0.5616438356164383,1,0,23
2,0,0,1,0.1506849315068493,3,0,23
1,1,0,1,0.0547945205479452,1,0,0
2,0,0,1,0.1780821917808219,3,0,0
1,1,1,1,0.1780821917808219,1,0,1
2,0,0,1,0.2054794520547945,3,0,1
1,1,1,1,0.1095890410958904,1,0,2
2,0,0,0,0.28767123287671226,0,0,2
3,1,1,1,0.0958904109589041,1,1,2
5,1,0,1,0.1643835616438356,1,1,2
1,0,0,1,0.0273972602739726,3,0,3
2,0,0,1,0.1780821917808219,3,1,3
1,0,0,1,0.0273972602739726,3,0,21
1,1,0,1,0.0684931506849315,1,0,10
2,1,0,1,0.1232876712328767,6,0,11
1,1,0,1,0.2465753424657534,1,0,11
2,0,0,1,0.0684931506849315,3,0,11
1,0,0,1,0.1095890410958904,1,0,11
2,1,0,1,0.1917808219178082,1,0,11
3,0,1,1,0.39726027397260266,1,1,11
1,1,0,1,0.547945205479452,6,0,17
2,0,0,1,0.0958904109589041,3,0,17
1,0,0,1,0.273972602739726,1,0,18
1,0,0,1,0.1095890410958904,3,0,20
2,1,0,1,0.1506849315068493,1,0,20
1,1,0,1,0.3287671232876712,1,0,20
2,0,0,1,0.0547945205479452,3,0,20
1,1,1,1,0.1917808219178082,1,0,20
2,1,0,1,0.0684931506849315,1,0,20
3,0,1,1,0.1232876712328767,1,1,20
1,1,0,1,0.6301369863013698,1,0,20
2,0,0,1,0.31506849315068497,3,0,20
1,1,0,1,0.410958904109589,1,0,1
1,0,0,1,0.1506849315068493,3,0,4
2,0,1,1,0.0410958904109589,3,1,4
1,1,0,1,0.6438356164383562,1,0,8
2,0,0,1,0.1232876712328767,3,0,8
1,1,0,1,0.0547945205479452,5,0,9
3,1,0,1,0.4246575342465754,12,0,9
1,1,0,1,0.2465753424657534,1,0,12
2,0,0,1,0.0136986301369863,3,0,12
3,0,1,1,0.0273972602739726,3,1,12
1,1,0,1,0.0958904109589041,2,0,13
2,0,1,1,0.589041095890411,2,1,13
1,1,0,1,0.34246575342465746,1,0,13
2,0,0,1,0.0547945205479452,3,0,13
1,1,0,1,0.2465753424657534,1,0,14
2,0,0,1,0.0547945205479452,3,0,14
1,1,0,1,0.3561643835616438,3,0,16
2,0,0,1,0.2465753424657534,3,0,16
1,0,0,1,0.3013698630136986,3,0,17
1,1,0,1,0.0821917808219178,1,0,17
1,0,0,1,0.2054794520547945,3,0,16
2,1,0,1,0.0273972602739726,3,0,16
1,0,0,1,0.1232876712328767,3,0,21
2,0,0,1,0.0410958904109589,3,1,21
1,1,0,1,0.4931506849315068,8,0,9
2,0,0,1,0.39726027397260266,1,0,9
3,1,0,1,0.6301369863013698,1,0,9
1,0,0,1,0.28767123287671226,3,0,10
2,1,0,1,0.4794520547945206,1,0,10
1,1,0,1,0.1506849315068493,1,0,12
2,0,0,1,0.1095890410958904,3,0,12
1,1,1,1,0.4931506849315068,2,0,13
2,0,0,1,0.5205479452054794,3,0,13
1,1,0,1,0.0958904109589041,1,0,13
2,0,0,1,0.1780821917808219,3,0,13
3,0,1,1,0.1095890410958904,3,1,13
4,1,1,1,0.0684931506849315,1,1,13
1,0,0,1,0.28767123287671226,3,0,16
1,1,1,1,0.5068493150684931,1,0,13
2,1,0,1,0.3835616438356164,1,0,13
3,0,0,1,0.36986301369863017,3,0,13
1,1,0,1,0.547945205479452,3,0,11
2,1,0,1,0.1780821917808219,2,0,11
3,0,1,1,0.6575342465753424,3,1,11
1,0,0,1,0.26027397260273977,3,0,14
2,1,1,1,0.2465753424657534,1,0,14
1,0,0,1,0.1095890410958904,3,0,16
2,1,0,1,0.2191780821917808,1,0,16
1,0,0,1,0.0821917808219178,3,0,18
2,1,0,1,0.5068493150684931,1,0,18
1,1,1,1,0.34246575342465746,1,0,17
2,0,0,1,0.2465753424657534,3,0,17
2,1,0,1,0.1232876712328767,3,0,17
3,0,1,1,0.0547945205479452,3,1,17
1,1,0,1,0.273972602739726,12,0,7
1,0,0,1,0.0273972602739726,3,0,18
2,0,0,1,0.0136986301369863,3,1,18
1,1,1,1,0.4246575342465754,1,0,18
2,1,0,1,0.0410958904109589,3,0,18
1,0,0,1,0.3287671232876712,3,0,20
2,0,1,1,0.36986301369863017,3,1,20
2,1,1,1,0.547945205479452,1,0,13
2,1,0,1,0.36986301369863017,1,0,14
1,1,1,1,0.3835616438356164,1,0,15
2,1,0,1,0.0958904109589041,1,0,15
2,1,1,1,0.34246575342465746,1,0,15
1,1,0,1,0.0410958904109589,3,0,15
1,0,0,1,0.1780821917808219,9,0,6
1,1,1,1,0.39726027397260266,1,0,16
2,0,0,0,0.39726027397260266,0,0,16
1,1,0,1,0.1917808219178082,1,0,18
2,1,0,1,0.39726027397260266,1,0,18
2,1,0,1,0.26027397260273977,1,0,19
3,0,0,0,0.0136986301369863,0,0,19
1,1,0,1,0.136986301369863,1,0,20
2,0,0,0,0.2054794520547945,0,0,20
1,1,0,1,0.31506849315068497,1,0,22
2,0,0,1,0.0273972602739726,3,0,22
1,0,0,1,0.0958904109589041,9,0,21
1,0,0,1,0.1232876712328767,3,0,22
2,1,0,1,0.0547945205479452,1,0,22
1,1,1,1,0.1917808219178082,1,0,23
2,0,0,1,0.0821917808219178,3,0,23
1,1,0,1,0.0821917808219178,3,0,22
1,0,0,1,0.1917808219178082,1,0,2
2,0,1,1,0.3013698630136986,1,1,2
1,0,0,1,0.0547945205479452,1,0,1
2,0,1,1,0.0410958904109589,1,1,1
1,0,0,1,0.0821917808219178,3,0,12
2,1,1,1,0.0958904109589041,1,0,12
1,1,0,1,0.1780821917808219,1,0,12
1,1,0,1,0.1917808219178082,1,0,15
2,0,1,1,0.0547945205479452,1,1,15
3,1,0,1,0.34246575342465746,1,0,15
1,1,0,1,0.34246575342465746,1,0,16
3,1,0,1,0.410958904109589,1,0,16
1,1,0,1,0.1232876712328767,1,0,16
2,0,1,1,0.2328767123287671,3,1,16
3,1,0,1,0.1643835616438356,3,0,16
4,1,0,1,0.5753424657534246,1,0,16
1,0,0,1,0.273972602739726,3,0,17
2,1,0,1,0.3835616438356164,1,0,17
3,0,1,1,0.39726027397260266,1,1,17
1,1,0,1,0.0547945205479452,1,0,18
2,0,1,1,0.28767123287671226,3,0,18
1,0,0,1,0.1095890410958904,3,0,19
2,0,0,1,0.1506849315068493,3,0,19
1,1,0,1,0.0410958904109589,1,0,18
2,0,1,1,0.3287671232876712,1,0,18
3,0,1,1,0.3287671232876712,1,1,18
1,0,0,1,0.39726027397260266,3,0,20
2,1,0,1,0.589041095890411,1,0,20
1,1,0,1,0.0410958904109589,1,0,21
2,0,0,1,0.1506849315068493,3,0,21
1,1,0,1,0.136986301369863,1,0,23
3,0,1,1,0.0273972602739726,1,1,23
1,0,1,1,0.3287671232876712,3,0,7
2,1,0,1,0.273972602739726,1,0,7
1,0,0,1,0.1232876712328767,3,0,6
1,1,0,1,0.4383561643835616,1,0,7
2,0,0,1,0.0684931506849315,3,0,7
1,0,0,1,0.1780821917808219,3,0,16
2,1,0,1,0.2191780821917808,6,0,16
1,1,1,1,0.3287671232876712,1,0,16
2,0,0,1,0.4931506849315068,1,1,16
3,1,1,1,0.34246575342465746,1,1,16
4,1,0,1,0.4931506849315068,1,0,16
1,0,0,1,0.1232876712328767,3,0,17
2,1,0,1,0.5205479452054794,6,0,17
1,0,0,1,0.34246575342465746,1,0,18
2,0,1,1,0.0547945205479452,3,0,18
1,0,0,1,0.1506849315068493,3,0,18
1,0,0,1,0.28767123287671226,3,0,18
2,1,0,1,0.2054794520547945,1,0,18
1,0,0,1,0.4794520547945206,3,0,19
1,1,0,1,0.4383561643835616,1,0,6
2,0,0,1,0.1095890410958904,3,0,6
2,1,0,1,0.26027397260273977,3,0,19
2,0,1,1,0.7534246575342466,1,0,19
1,1,1,1,0.0136986301369863,1,0,20
2,0,1,1,0.2054794520547945,3,0,20
3,0,1,1,0.1232876712328767,3,1,20
1,0,0,1,0.0684931506849315,3,0,21
2,1,0,1,0.1232876712328767,1,0,21
1,1,0,1,0.2191780821917808,2,0,6
2,0,0,1,0.0958904109589041,3,0,6
2,0,1,1,0.2328767123287671,3,0,6
1,0,1,1,0.3287671232876712,3,0,12
1,0,0,1,0.0273972602739726,3,0,13
2,1,1,1,0.1780821917808219,1,0,13
1,1,1,1,0.2328767123287671,1,0,13
2,0,0,1,0.1095890410958904,3,0,13
3,1,0,1,0.36986301369863017,1,1,13
1,1,0,1,0.5205479452054794,1,0,14
2,0,0,1,0.3013698630136986,3,0,14
1,1,0,1,0.1232876712328767,1,0,14
2,0,0,1,0.1780821917808219,3,0,14
1,1,1,1,0.34246575342465746,1,0,12
2,0,1,1,0.0684931506849315,3,1,12
1,1,0,1,0.5342465753424658,1,0,15
2,0,0,1,0.0821917808219178,3,0,15
1,0,0,1,0.0821917808219178,3,0,14
3,1,0,1,0.34246575342465746,1,0,14
1,0,0,1,0.0684931506849315,3,0,16
1,1,1,1,0.2191780821917808,1,0,16
2,0,0,1,0.34246575342465746,1,0,16
3,1,1,1,0.2191780821917808,1,1,16
1,1,0,1,0.4383561643835616,1,0,16
2,0,0,1,0.1232876712328767,3,0,16
1,1,1,1,0.1780821917808219,1,0,18
2,1,0,1,0.1506849315068493,3,0,18
3,0,0,1,0.136986301369863,3,0,18
1,0,1,1,0.6575342465753424,1,1,20
2,1,1,1,0.26027397260273977,1,0,20
3,1,0,1,0.2054794520547945,1,0,20
1,1,0,1,0.0547945205479452,1,0,21
2,0,0,1,0.0958904109589041,3,0,21
1,1,1,1,0.2054794520547945,1,0,23
1,0,0,1,0.1232876712328767,3,0,23
1,0,0,1,0.2328767123287671,1,0,0
1,1,0,1,0.0410958904109589,3,0,0
2,0,1,1,0.0136986301369863,1,1,0
3,1,0,1,0.3835616438356164,1,0,0
4,1,1,1,0.34246575342465746,3,1,0
1,1,0,1,0.0821917808219178,1,0,0
2,1,0,1,0.0821917808219178,1,0,0
3,0,0,1,0.3287671232876712,3,0,0
4,1,1,1,0.1095890410958904,1,0,0
5,1,0,1,0.273972602739726,1,0,0
2,1,0,1,0.1506849315068493,1,0,1
4,0,0,1,0.1095890410958904,1,1,1
1,0,1,1,0.1506849315068493,1,0,7
1,1,0,1,0.2054794520547945,1,0,9
2,0,0,1,0.36986301369863017,3,0,9
2,1,0,1,0.0684931506849315,3,0,18
1,1,1,1,0.39726027397260266,1,0,11
1,0,0,1,0.0273972602739726,3,0,13
1,1,0,1,0.39726027397260266,1,0,13
2,0,0,1,0.4657534246575342,1,0,13
1,0,1,1,0.1643835616438356,3,0,15
2,0,0,1,0.136986301369863,3,0,15
1,1,0,1,0.4794520547945206,1,0,14
2,0,0,0,0.34246575342465746,0,0,14
1,0,0,1,0.28767123287671226,1,0,16
1,0,0,1,0.2328767123287671,3,0,17
2,1,1,1,0.1506849315068493,1,0,17
1,0,0,1,0.2465753424657534,3,0,18
2,1,0,1,0.0684931506849315,1,0,18
1,0,0,1,0.1780821917808219,3,0,11
2,1,0,1,0.3013698630136986,1,0,11
1,1,0,1,0.0821917808219178,1,0,18
1,0,0,1,0.1643835616438356,3,0,20
1,1,0,1,0.0273972602739726,1,0,20
1,0,0,1,0.136986301369863,3,0,22
2,0,0,1,0.0273972602739726,3,0,22
1,1,0,1,0.273972602739726,1,0,20
2,1,1,1,0.0547945205479452,1,1,20
3,0,1,1,0.1095890410958904,1,1,20
4,0,1,1,0.36986301369863017,1,1,20
1,0,0,1,0.28767123287671226,3,0,22
1,1,0,1,0.1917808219178082,3,0,21
2,1,1,1,0.1643835616438356,3,1,21
1,1,1,1,0.34246575342465746,1,0,15
2,0,1,1,0.0410958904109589,3,0,15
1,0,1,1,0.0821917808219178,3,0,9
2,1,1,1,0.3013698630136986,1,0,9
1,1,0,1,0.4931506849315068,1,0,10
2,0,0,1,0.1232876712328767,3,0,10
1,1,0,1,0.2328767123287671,1,0,12
2,0,0,1,0.1917808219178082,3,0,12
1,0,0,1,0.1506849315068493,3,0,10
2,1,0,1,0.5753424657534246,1,0,10
1,1,0,1,0.4794520547945206,1,0,12
2,0,0,1,0.4383561643835616,3,0,12
1,0,0,1,0.0410958904109589,3,0,19
1,0,0,1,0.2465753424657534,3,0,13
2,1,0,1,0.2465753424657534,1,0,13
1,0,0,1,0.1232876712328767,3,0,13
2,0,0,1,0.26027397260273977,3,0,13
3,1,1,1,0.5342465753424658,1,0,13
1,1,0,1,0.2191780821917808,1,0,10
2,1,1,1,0.36986301369863017,1,0,10
3,0,1,1,0.6438356164383562,1,1,10
1,1,1,1,0.5068493150684931,1,0,14
2,0,0,1,0.0410958904109589,3,0,14
3,0,1,1,0.31506849315068497,3,1,14
1,0,0,1,0.0958904109589041,3,0,11
1,1,0,1,0.0684931506849315,1,0,15
2,0,1,1,0.273972602739726,1,0,15
1,0,0,1,0.1780821917808219,3,0,16
2,1,0,1,0.39726027397260266,1,0,16
1,1,0,1,0.3287671232876712,1,0,17
2,0,1,1,0.0821917808219178,3,0,17
1,1,0,1,0.1095890410958904,1,0,18
2,0,0,1,0.0821917808219178,3,0,18
